golden_provider_id,source_system,provider_id_source,npi,updated_at,mapped_at
GPROV0001593,CRM_A,CRM_A_P_PROV_00940_991,5583394443.0,2025-12-30T03:05:13,2026-02-05T15:26:22
GPROV0001594,CRM_B,CRM_B_P_PROV_00940_456,,2025-11-08T15:09:17,2026-02-05T15:26:23
GPROV0001595,CRM_A,CRM_A_P_PROV_00941_883,9334888790.0,2026-01-03T19:59:05,2026-02-05T15:26:23
GPROV0001595,CRM_B,CRM_B_P_PROV_00941_956,9334888790.0,2025-12-22T12:20:01,2026-02-05T15:26:23
GPROV0001596,CRM_A,CRM_A_P_PROV_00942_283,,2025-10-10T20:15:26,2026-02-05T15:26:23
GPROV0001597,CRM_B,CRM_B_P_PROV_00942_257,,2025-12-03T21:57:56,2026-02-05T15:26:23
GPROV0001598,CRM_B,CRM_B_P_PROV_00942_973,,2026-02-04T00:58:18,2026-02-05T15:26:23
GPROV0001599,CRM_A,CRM_A_P_PROV_00943_102,6746860557.0,2026-01-09T13:46:08,2026-02-05T15:26:23
GPROV0001599,CRM_B,CRM_B_P_PROV_00943_753,6746860557.0,2025-11-06T09:16:04,2026-02-05T15:26:23
GPROV0001600,CRM_A,CRM_A_P_PROV_00944_779,5446846255.0,2026-01-13T02:23:17,2026-02-05T15:26:23
GPROV0001601,CRM_A,CRM_A_P_PROV_00945_996,,2026-01-23T10:51:02,2026-02-05T15:26:23
GPROV0001602,CRM_B,CRM_B_P_PROV_00945_302,,2026-01-19T00:18:19,2026-02-05T15:26:23
GPROV0001603,CRM_B,CRM_B_P_PROV_00945_869,,2026-01-29T00:53:32,2026-02-05T15:26:23
GPROV0001604,CRM_A,CRM_A_P_PROV_00946_362,,2026-01-04T00:06:16,2026-02-05T15:26:23
GPROV0001605,CRM_B,CRM_B_P_PROV_00946_117,,2026-01-07T01:38:45,2026-02-05T15:26:23
GPROV0001606,CRM_B,CRM_B_P_PROV_00946_618,,2026-01-01T22:04:56,2026-02-05T15:26:23
GPROV0001607,CRM_A,CRM_A_P_PROV_00947_466,3986894360.0,2025-11-06T15:44:54,2026-02-05T15:26:24
GPROV0001607,CRM_B,CRM_B_P_PROV_00947_693,3986894360.0,2025-10-26T09:46:28,2026-02-05T15:26:24
GPROV0001608,CRM_A,CRM_A_P_PROV_00948_600,,2026-01-30T11:23:16,2026-02-05T15:26:24
GPROV0001609,CRM_B,CRM_B_P_PROV_00948_497,,2025-12-15T01:01:55,2026-02-05T15:26:24
GPROV0001610,CRM_A,CRM_A_P_PROV_00949_926,,2025-10-28T10:28:34,2026-02-05T15:26:24
GPROV0001611,CRM_B,CRM_B_P_PROV_00949_430,,2025-11-14T09:28:36,2026-02-05T15:26:24
GPROV0001612,CRM_B,CRM_B_P_PROV_00949_286,,2026-01-14T13:25:05,2026-02-05T15:26:24
GPROV0001613,CRM_A,CRM_A_P_PROV_00949_946,,2025-11-09T21:37:28,2026-02-05T15:26:24
GPROV0001614,CRM_A,CRM_A_P_PROV_00950_352,3824296704.0,2025-10-19T20:17:24,2026-02-05T15:26:24
GPROV0001614,CRM_B,CRM_B_P_PROV_00950_660,3824296704.0,2025-10-20T18:21:03,2026-02-05T15:26:24
GPROV0001615,CRM_A,CRM_A_P_PROV_00951_376,9338365438.0,2026-01-11T18:12:54,2026-02-05T15:26:24
GPROV0001616,CRM_B,CRM_B_P_PROV_00951_394,,2026-01-16T17:44:18,2026-02-05T15:26:24
GPROV0001617,CRM_A,CRM_A_P_PROV_00952_295,,2026-01-22T21:55:42,2026-02-05T15:26:25
GPROV0001618,CRM_B,CRM_B_P_PROV_00952_831,,2025-11-24T20:27:59,2026-02-05T15:26:25
GPROV0001619,CRM_A,CRM_A_P_PROV_00952_596,,2025-12-18T19:42:47,2026-02-05T15:26:25
GPROV0001620,CRM_A,CRM_A_P_PROV_00953_919,,2025-11-22T05:02:42,2026-02-05T15:26:25
GPROV0001621,CRM_B,CRM_B_P_PROV_00953_320,,2025-11-22T10:44:40,2026-02-05T15:26:25
GPROV0001622,CRM_A,CRM_A_P_PROV_00954_501,,2025-11-15T07:01:46,2026-02-05T15:26:25
GPROV0001623,CRM_B,CRM_B_P_PROV_00954_531,,2025-12-06T17:59:28,2026-02-05T15:26:25
GPROV0001624,CRM_A,CRM_A_P_PROV_00955_784,9000548296.0,2025-12-10T18:39:25,2026-02-05T15:26:25
GPROV0001624,CRM_B,CRM_B_P_PROV_00955_263,9000548296.0,2026-01-14T02:19:49,2026-02-05T15:26:25
GPROV0001624,CRM_B,CRM_B_P_PROV_00955_280,9000548296.0,2025-12-02T12:06:32,2026-02-05T15:26:25
GPROV0001625,CRM_A,CRM_A_P_PROV_00956_889,,2025-12-17T18:41:40,2026-02-05T15:26:25
GPROV0001626,CRM_B,CRM_B_P_PROV_00956_176,,2025-12-31T13:03:37,2026-02-05T15:26:26
GPROV0001627,CRM_A,CRM_A_P_PROV_00957_357,,2026-01-12T02:28:00,2026-02-05T15:26:26
GPROV0001628,CRM_B,CRM_B_P_PROV_00957_135,,2025-11-14T11:16:14,2026-02-05T15:26:26
GPROV0001629,CRM_B,CRM_B_P_PROV_00957_215,,2025-12-08T13:49:25,2026-02-05T15:26:26
GPROV0001630,CRM_A,CRM_A_P_PROV_00958_844,,2025-12-23T03:49:48,2026-02-05T15:26:26
GPROV0001631,CRM_B,CRM_B_P_PROV_00958_848,,2025-11-17T21:03:22,2026-02-05T15:26:26
GPROV0001632,CRM_A,CRM_A_P_PROV_00959_880,,2025-10-16T01:46:10,2026-02-05T15:26:26
GPROV0001633,CRM_B,CRM_B_P_PROV_00959_928,,2026-01-12T11:22:59,2026-02-05T15:26:26
GPROV0001634,CRM_A,CRM_A_P_PROV_00959_104,,2025-11-22T17:00:00,2026-02-05T15:26:26
GPROV0001635,CRM_A,CRM_A_P_PROV_00960_503,,2025-11-01T12:54:26,2026-02-05T15:26:27
GPROV0001636,CRM_B,CRM_B_P_PROV_00960_990,,2025-11-14T10:05:31,2026-02-05T15:26:27
GPROV0001637,CRM_A,CRM_A_P_PROV_00961_569,6062840421.0,2025-12-22T03:09:15,2026-02-05T15:26:27
GPROV0001638,CRM_B,CRM_B_P_PROV_00961_784,,2025-10-25T00:49:57,2026-02-05T15:26:27
GPROV0001639,CRM_A,CRM_A_P_PROV_00962_163,,2026-01-22T19:55:54,2026-02-05T15:26:27
GPROV0001640,CRM_B,CRM_B_P_PROV_00962_619,,2025-10-13T00:28:44,2026-02-05T15:26:27
GPROV0001641,CRM_A,CRM_A_P_PROV_00963_595,1749451693.0,2026-02-07T12:33:31,2026-02-05T15:26:27
GPROV0001642,CRM_B,CRM_B_P_PROV_00963_243,,2026-01-01T15:46:06,2026-02-05T15:26:27
GPROV0001643,CRM_A,CRM_A_P_PROV_00964_812,4081027848.0,2025-12-30T15:55:25,2026-02-05T15:26:27
GPROV0001643,CRM_A,CRM_A_P_PROV_00964_130,4081027848.0,2025-11-09T08:59:02,2026-02-05T15:26:27
GPROV0001644,CRM_B,CRM_B_P_PROV_00964_294,,2025-11-05T14:15:17,2026-02-05T15:26:28
GPROV0001645,CRM_A,CRM_A_P_PROV_00965_290,1468853596.0,2025-11-03T21:06:59,2026-02-05T15:26:28
GPROV0001645,CRM_B,CRM_B_P_PROV_00965_784,1468853596.0,2025-11-13T01:09:46,2026-02-05T15:26:28
GPROV0001646,CRM_A,CRM_A_P_PROV_00966_571,,2025-10-08T15:28:59,2026-02-05T15:26:28
GPROV0001647,CRM_B,CRM_B_P_PROV_00966_889,,2025-12-29T04:53:23,2026-02-05T15:26:28
GPROV0001648,CRM_A,CRM_A_P_PROV_00967_593,,2026-01-13T19:15:59,2026-02-05T15:26:28
GPROV0001649,CRM_B,CRM_B_P_PROV_00967_273,,2026-01-28T07:57:44,2026-02-05T15:26:28
GPROV0001650,CRM_A,CRM_A_P_PROV_00968_277,,2025-11-03T13:16:25,2026-02-05T15:26:28
GPROV0001651,CRM_A,CRM_A_P_PROV_00969_187,,2025-11-13T08:52:30,2026-02-05T15:26:28
GPROV0001652,CRM_B,CRM_B_P_PROV_00969_322,,2025-12-19T23:37:03,2026-02-05T15:26:28
GPROV0001653,CRM_A,CRM_A_P_PROV_00970_115,,2025-12-09T12:26:03,2026-02-05T15:26:29
GPROV0001654,CRM_B,CRM_B_P_PROV_00970_512,,2026-01-26T11:51:53,2026-02-05T15:26:29
GPROV0001655,CRM_A,CRM_A_P_PROV_00971_166,,2025-10-12T07:17:18,2026-02-05T15:26:29
GPROV0001656,CRM_B,CRM_B_P_PROV_00971_362,,2025-12-06T20:27:15,2026-02-05T15:26:29
GPROV0001657,CRM_A,CRM_A_P_PROV_00972_762,2554627667.0,2026-01-05T19:53:04,2026-02-05T15:26:29
GPROV0001658,CRM_B,CRM_B_P_PROV_00972_608,,2025-11-07T22:38:44,2026-02-05T15:26:29
GPROV0001659,CRM_A,CRM_A_P_PROV_00973_658,9223296899.0,2026-02-05T07:59:04,2026-02-05T15:26:29
GPROV0001659,CRM_B,CRM_B_P_PROV_00973_538,9223296899.0,2025-11-02T01:45:31,2026-02-05T15:26:29
GPROV0001659,CRM_B,CRM_B_P_PROV_00973_900,9223296899.0,2025-11-23T15:18:30,2026-02-05T15:26:29
GPROV0001660,CRM_A,CRM_A_P_PROV_00974_126,3860030122.0,2025-10-07T14:10:03,2026-02-05T15:26:29
GPROV0001661,CRM_B,CRM_B_P_PROV_00974_289,,2026-01-18T00:33:02,2026-02-05T15:26:29
GPROV0001662,CRM_B,CRM_B_P_PROV_00974_751,,2025-12-21T14:19:13,2026-02-05T15:26:30
GPROV0001663,CRM_A,CRM_A_P_PROV_00975_366,4318484912.0,2025-11-04T22:21:26,2026-02-05T15:26:30
GPROV0001663,CRM_B,CRM_B_P_PROV_00975_661,4318484912.0,2025-10-13T13:49:08,2026-02-05T15:26:30
GPROV0001664,CRM_A,CRM_A_P_PROV_00976_815,,2025-11-02T17:43:45,2026-02-05T15:26:30
GPROV0001665,CRM_B,CRM_B_P_PROV_00976_168,,2025-12-08T05:28:35,2026-02-05T15:26:30
GPROV0001666,CRM_A,CRM_A_P_PROV_00977_615,,2025-10-14T19:03:04,2026-02-05T15:26:30
GPROV0001667,CRM_B,CRM_B_P_PROV_00977_565,,2026-01-23T11:00:55,2026-02-05T15:26:30
GPROV0001668,CRM_A,CRM_A_P_PROV_00978_758,,2026-01-16T08:13:08,2026-02-05T15:26:30
GPROV0001669,CRM_B,CRM_B_P_PROV_00978_490,,2025-11-10T18:50:41,2026-02-05T15:26:30
GPROV0001670,CRM_B,CRM_B_P_PROV_00978_667,,2026-01-24T23:13:58,2026-02-05T15:26:30
GPROV0001671,CRM_A,CRM_A_P_PROV_00979_787,3187744636.0,2025-11-21T03:16:39,2026-02-05T15:26:31
GPROV0001672,CRM_A,CRM_A_P_PROV_00980_527,4320036885.0,2026-01-24T08:57:26,2026-02-05T15:26:31
GPROV0001672,CRM_B,CRM_B_P_PROV_00980_911,4320036885.0,2025-12-12T23:38:41,2026-02-05T15:26:31
GPROV0001672,CRM_B,CRM_B_P_PROV_00980_808,4320036885.0,2025-12-20T22:12:41,2026-02-05T15:26:31
GPROV0001673,CRM_A,CRM_A_P_PROV_00981_402,4139556167.0,2025-12-22T10:27:29,2026-02-05T15:26:31
GPROV0001673,CRM_B,CRM_B_P_PROV_00981_869,4139556167.0,2025-11-20T00:48:45,2026-02-05T15:26:31
GPROV0001674,CRM_A,CRM_A_P_PROV_00982_220,4802545724.0,2026-02-17T07:55:46,2026-02-05T15:26:31
GPROV0001674,CRM_B,CRM_B_P_PROV_00982_342,4802545724.0,2025-11-18T23:26:06,2026-02-05T15:26:31
GPROV0001674,CRM_B,CRM_B_P_PROV_00982_123,4802545724.0,2025-12-24T10:26:13,2026-02-05T15:26:31
GPROV0001675,CRM_A,CRM_A_P_PROV_00983_447,9707402483.0,2025-11-26T22:28:39,2026-02-05T15:26:31
GPROV0001675,CRM_B,CRM_B_P_PROV_00983_429,9707402483.0,2026-01-13T01:21:18,2026-02-05T15:26:31
GPROV0001676,CRM_A,CRM_A_P_PROV_00984_697,7244235534.0,2026-01-10T03:36:24,2026-02-05T15:26:31
GPROV0001676,CRM_B,CRM_B_P_PROV_00984_176,7244235534.0,2025-10-26T12:07:29,2026-02-05T15:26:31
GPROV0001676,CRM_A,CRM_A_P_PROV_00984_608,7244235534.0,2026-01-03T16:36:18,2026-02-05T15:26:31
GPROV0001677,CRM_B,CRM_B_P_PROV_00984_246,,2026-01-04T00:52:25,2026-02-05T15:26:31
GPROV0001678,CRM_A,CRM_A_P_PROV_00985_932,,2026-01-05T14:35:50,2026-02-05T15:26:32
GPROV0001679,CRM_B,CRM_B_P_PROV_00985_508,,2025-10-14T09:22:26,2026-02-05T15:26:32
GPROV0001680,CRM_B,CRM_B_P_PROV_00985_834,,2025-10-13T09:26:31,2026-02-05T15:26:32
GPROV0001681,CRM_A,CRM_A_P_PROV_00986_119,6480842253.0,2025-12-10T07:47:42,2026-02-05T15:26:32
GPROV0001681,CRM_B,CRM_B_P_PROV_00986_971,6480842253.0,2025-11-13T12:57:07,2026-02-05T15:26:32
GPROV0001682,CRM_A,CRM_A_P_PROV_00987_824,,2025-12-23T11:54:10,2026-02-05T15:26:32
GPROV0001683,CRM_B,CRM_B_P_PROV_00987_322,,2025-11-17T02:58:52,2026-02-05T15:26:32
GPROV0001684,CRM_A,CRM_A_P_PROV_00988_164,4495540116.0,2025-12-28T13:57:57,2026-02-05T15:26:32
GPROV0001685,CRM_B,CRM_B_P_PROV_00988_337,,2026-01-07T07:53:42,2026-02-05T15:26:32
GPROV0001686,CRM_A,CRM_A_P_PROV_00989_447,5461666715.0,2025-11-02T21:42:08,2026-02-05T15:26:32
GPROV0001686,CRM_B,CRM_B_P_PROV_00989_113,5461666715.0,2025-11-23T23:22:24,2026-02-05T15:26:32
GPROV0001686,CRM_B,CRM_B_P_PROV_00989_908,5461666715.0,2025-12-26T21:25:51,2026-02-05T15:26:32
GPROV0001687,CRM_A,CRM_A_P_PROV_00990_940,8000914789.0,2025-12-04T09:16:33,2026-02-05T15:26:33
GPROV0001687,CRM_B,CRM_B_P_PROV_00990_232,8000914789.0,2026-01-15T12:39:17,2026-02-05T15:26:33
GPROV0001687,CRM_B,CRM_B_P_PROV_00990_407,8000914789.0,2025-11-15T23:57:46,2026-02-05T15:26:33
GPROV0001688,CRM_A,CRM_A_P_PROV_00991_303,,2025-12-09T03:54:47,2026-02-05T15:26:33
GPROV0001689,CRM_B,CRM_B_P_PROV_00991_719,,2026-01-30T18:57:11,2026-02-05T15:26:33
GPROV0001690,CRM_A,CRM_A_P_PROV_00992_826,2008716202.0,2026-01-07T17:17:00,2026-02-05T15:26:33
GPROV0001691,CRM_B,CRM_B_P_PROV_00992_812,,2025-11-06T04:46:30,2026-02-05T15:26:33
GPROV0001692,CRM_B,CRM_B_P_PROV_00992_172,,2025-10-24T12:21:10,2026-02-05T15:26:33
GPROV0001693,CRM_A,CRM_A_P_PROV_00993_620,7193134742.0,2025-11-16T14:48:06,2026-02-05T15:26:33
GPROV0001693,CRM_B,CRM_B_P_PROV_00993_568,7193134742.0,2025-12-22T23:05:49,2026-02-05T15:26:33
GPROV0001694,CRM_A,CRM_A_P_PROV_00994_146,3685585090.0,2025-12-31T15:51:40,2026-02-05T15:26:34
GPROV0001694,CRM_B,CRM_B_P_PROV_00994_442,3685585090.0,2025-12-09T11:50:07,2026-02-05T15:26:34
GPROV0001695,CRM_A,CRM_A_P_PROV_00995_747,,2026-01-31T12:21:16,2026-02-05T15:26:34
GPROV0001696,CRM_B,CRM_B_P_PROV_00995_387,,2026-01-03T06:46:52,2026-02-05T15:26:34
GPROV0001697,CRM_B,CRM_B_P_PROV_00995_525,,2025-12-26T08:03:23,2026-02-05T15:26:34
GPROV0001698,CRM_A,CRM_A_P_PROV_00996_370,,2025-10-29T18:16:05,2026-02-05T15:26:34
GPROV0001699,CRM_B,CRM_B_P_PROV_00996_169,,2026-01-28T09:52:25,2026-02-05T15:26:35
GPROV0001700,CRM_A,CRM_A_P_PROV_00997_884,,2026-02-09T21:02:37,2026-02-05T15:26:35
GPROV0001701,CRM_B,CRM_B_P_PROV_00997_909,,2025-12-14T05:21:41,2026-02-05T15:26:35
GPROV0001702,CRM_B,CRM_B_P_PROV_00997_926,,2026-01-04T01:10:12,2026-02-05T15:26:35
GPROV0001703,CRM_A,CRM_A_P_PROV_00998_404,3955238301.0,2025-12-31T14:27:55,2026-02-05T15:26:35
GPROV0001704,CRM_A,CRM_A_P_PROV_00999_898,8441627106.0,2025-10-14T16:55:15,2026-02-05T15:26:35
GPROV0001704,CRM_B,CRM_B_P_PROV_00999_719,8441627106.0,2025-11-23T14:58:18,2026-02-05T15:26:35
GPROV0001705,CRM_B,CRM_B_P_PROV_00999_590,,2025-10-11T10:15:08,2026-02-05T15:26:35
GPROV0001706,CRM_A,CRM_A_P_PROV_01000_285,,2025-12-20T00:02:51,2026-02-05T15:26:36
GPROV0001707,CRM_B,CRM_B_P_PROV_01000_724,,2025-11-07T16:38:36,2026-02-05T15:26:36
GPROV0001708,CRM_A,CRM_A_P_PROV_01001_846,9447712449.0,2025-11-04T23:33:02,2026-02-05T15:26:36
GPROV0001708,CRM_B,CRM_B_P_PROV_01001_986,9447712449.0,2025-11-04T18:36:52,2026-02-05T15:26:36
GPROV0001708,CRM_A,CRM_A_P_PROV_01001_764,9447712449.0,2026-01-10T05:06:30,2026-02-05T15:26:36
GPROV0001709,CRM_A,CRM_A_P_PROV_01002_345,2942486389.0,2025-11-17T06:59:07,2026-02-05T15:26:36
GPROV0001709,CRM_B,CRM_B_P_PROV_01002_815,2942486389.0,2026-02-04T12:58:43,2026-02-05T15:26:36
GPROV0001710,CRM_A,CRM_A_P_PROV_01003_671,,2025-12-17T01:05:55,2026-02-05T15:26:36
GPROV0001711,CRM_B,CRM_B_P_PROV_01003_549,,2026-01-14T12:46:03,2026-02-05T15:26:36
GPROV0001712,CRM_A,CRM_A_P_PROV_01004_187,1998278217.0,2025-12-13T07:21:04,2026-02-05T15:26:36
GPROV0001713,CRM_B,CRM_B_P_PROV_01004_164,,2025-12-03T16:46:01,2026-02-05T15:26:36
GPROV0001714,CRM_A,CRM_A_P_PROV_01005_987,8708159741.0,2025-12-07T19:41:03,2026-02-05T15:26:37
GPROV0001714,CRM_B,CRM_B_P_PROV_01005_591,8708159741.0,2025-11-14T08:14:38,2026-02-05T15:26:37
GPROV0001714,CRM_A,CRM_A_P_PROV_01005_745,8708159741.0,2026-02-01T12:35:49,2026-02-05T15:26:37
GPROV0001715,CRM_A,CRM_A_P_PROV_01006_803,,2025-10-15T03:51:29,2026-02-05T15:26:37
GPROV0001716,CRM_B,CRM_B_P_PROV_01006_567,,2026-01-17T11:47:51,2026-02-05T15:26:37
GPROV0001717,CRM_A,CRM_A_P_PROV_01007_711,7116816064.0,2026-01-11T12:28:20,2026-02-05T15:26:37
GPROV0001717,CRM_A,CRM_A_P_PROV_01007_978,7116816064.0,2025-12-27T12:30:00,2026-02-05T15:26:37
GPROV0001718,CRM_B,CRM_B_P_PROV_01007_952,,2025-12-30T06:32:31,2026-02-05T15:26:37
GPROV0001719,CRM_A,CRM_A_P_PROV_01008_101,9115534388.0,2026-01-12T20:53:24,2026-02-05T15:26:37
GPROV0001719,CRM_B,CRM_B_P_PROV_01008_984,9115534388.0,2026-01-23T09:42:52,2026-02-05T15:26:37
GPROV0001719,CRM_B,CRM_B_P_PROV_01008_934,9115534388.0,2025-11-08T17:35:31,2026-02-05T15:26:37
GPROV0001720,CRM_A,CRM_A_P_PROV_01009_170,,2026-01-16T09:15:59,2026-02-05T15:26:37
GPROV0001721,CRM_B,CRM_B_P_PROV_01009_338,,2025-12-06T22:25:05,2026-02-05T15:26:38
GPROV0001722,CRM_B,CRM_B_P_PROV_01009_437,,2025-10-25T16:04:42,2026-02-05T15:26:38
GPROV0001723,CRM_A,CRM_A_P_PROV_01010_627,5319029553.0,2025-10-16T06:48:54,2026-02-05T15:26:38
GPROV0001723,CRM_B,CRM_B_P_PROV_01010_619,5319029553.0,2025-12-27T02:51:24,2026-02-05T15:26:38
GPROV0001724,CRM_A,CRM_A_P_PROV_01011_298,6265756641.0,2026-02-01T09:15:19,2026-02-05T15:26:38
GPROV0001724,CRM_B,CRM_B_P_PROV_01011_381,6265756641.0,2025-12-18T23:07:09,2026-02-05T15:26:38
GPROV0001725,CRM_A,CRM_A_P_PROV_01012_874,1870109340.0,2025-11-18T01:45:15,2026-02-05T15:26:38
GPROV0001726,CRM_B,CRM_B_P_PROV_01012_654,,2025-11-12T06:21:37,2026-02-05T15:26:38
GPROV0001727,CRM_A,CRM_A_P_PROV_01013_196,3033266894.0,2026-01-12T05:39:25,2026-02-05T15:26:38
GPROV0001727,CRM_B,CRM_B_P_PROV_01013_207,3033266894.0,2025-10-15T22:28:01,2026-02-05T15:26:38
GPROV0001728,CRM_A,CRM_A_P_PROV_01014_405,,2025-10-28T10:34:31,2026-02-05T15:26:38
GPROV0001729,CRM_B,CRM_B_P_PROV_01014_844,,2026-01-31T12:39:27,2026-02-05T15:26:38
GPROV0001730,CRM_A,CRM_A_P_PROV_01015_633,8618926769.0,2025-12-25T14:07:25,2026-02-05T15:26:39
GPROV0001730,CRM_B,CRM_B_P_PROV_01015_183,8618926769.0,2026-01-19T02:54:57,2026-02-05T15:26:39
GPROV0001731,CRM_B,CRM_B_P_PROV_01015_300,,2025-12-03T14:25:07,2026-02-05T15:26:39
GPROV0001732,CRM_A,CRM_A_P_PROV_01016_918,,2026-02-10T02:14:46,2026-02-05T15:26:39
GPROV0001733,CRM_B,CRM_B_P_PROV_01016_961,,2026-01-19T23:17:58,2026-02-05T15:26:39
GPROV0001734,CRM_A,CRM_A_P_PROV_01017_905,9159416252.0,2025-12-28T04:13:21,2026-02-05T15:26:39
GPROV0001734,CRM_B,CRM_B_P_PROV_01017_448,9159416252.0,2026-01-22T20:58:01,2026-02-05T15:26:39
GPROV0001735,CRM_A,CRM_A_P_PROV_01018_398,5275375467.0,2026-01-20T08:47:54,2026-02-05T15:26:39
GPROV0001735,CRM_B,CRM_B_P_PROV_01018_523,5275375467.0,2026-02-04T02:43:00,2026-02-05T15:26:39
GPROV0001735,CRM_B,CRM_B_P_PROV_01018_793,5275375467.0,2025-10-09T12:44:02,2026-02-05T15:26:39
GPROV0001736,CRM_A,CRM_A_P_PROV_01019_939,9733937073.0,2025-11-25T00:24:21,2026-02-05T15:26:39
GPROV0001737,CRM_A,CRM_A_P_PROV_01020_382,,2025-12-03T05:55:06,2026-02-05T15:26:39
GPROV0001738,CRM_B,CRM_B_P_PROV_01020_963,,2025-12-30T22:48:26,2026-02-05T15:26:40
GPROV0001739,CRM_A,CRM_A_P_PROV_01021_679,4161938464.0,2025-11-30T13:25:40,2026-02-05T15:26:40
GPROV0001739,CRM_B,CRM_B_P_PROV_01021_988,4161938464.0,2026-02-01T01:13:16,2026-02-05T15:26:40
GPROV0001740,CRM_A,CRM_A_P_PROV_01022_440,,2026-01-26T05:29:06,2026-02-05T15:26:40
GPROV0001741,CRM_B,CRM_B_P_PROV_01022_133,,2025-11-21T23:26:50,2026-02-05T15:26:40
GPROV0001742,CRM_A,CRM_A_P_PROV_01022_948,,2025-12-08T18:45:13,2026-02-05T15:26:40
GPROV0001743,CRM_A,CRM_A_P_PROV_01023_124,,2025-12-04T04:08:20,2026-02-05T15:26:40
GPROV0001744,CRM_B,CRM_B_P_PROV_01023_310,,2025-11-30T11:02:25,2026-02-05T15:26:40
GPROV0001745,CRM_A,CRM_A_P_PROV_01024_179,5486129538.0,2025-11-30T07:15:17,2026-02-05T15:26:41
GPROV0001745,CRM_B,CRM_B_P_PROV_01024_798,5486129538.0,2026-01-22T19:02:10,2026-02-05T15:26:41
GPROV0001746,CRM_B,CRM_B_P_PROV_01024_348,,2025-11-26T20:16:51,2026-02-05T15:26:41
GPROV0001747,CRM_A,CRM_A_P_PROV_01025_354,3990552168.0,2026-01-09T12:06:41,2026-02-05T15:26:41
GPROV0001747,CRM_B,CRM_B_P_PROV_01025_655,3990552168.0,2025-11-03T03:25:24,2026-02-05T15:26:41
GPROV0001748,CRM_A,CRM_A_P_PROV_01026_224,4387598265.0,2026-02-01T01:40:10,2026-02-05T15:26:41
GPROV0001748,CRM_B,CRM_B_P_PROV_01026_628,4387598265.0,2025-11-24T13:05:12,2026-02-05T15:26:41
GPROV0001749,CRM_B,CRM_B_P_PROV_01026_713,,2025-11-06T22:34:54,2026-02-05T15:26:41
GPROV0001750,CRM_A,CRM_A_P_PROV_01027_324,,2026-02-10T21:09:12,2026-02-05T15:26:41
GPROV0001751,CRM_B,CRM_B_P_PROV_01027_917,,2025-11-26T00:23:45,2026-02-05T15:26:41
GPROV0001752,CRM_A,CRM_A_P_PROV_01028_388,1855663345.0,2026-01-05T20:20:13,2026-02-05T15:26:42
GPROV0001753,CRM_B,CRM_B_P_PROV_01028_897,,2025-11-10T03:09:12,2026-02-05T15:26:42
GPROV0001754,CRM_A,CRM_A_P_PROV_01029_265,4572255055.0,2025-11-26T10:35:15,2026-02-05T15:26:42
GPROV0001754,CRM_B,CRM_B_P_PROV_01029_151,4572255055.0,2025-10-09T19:30:15,2026-02-05T15:26:42
GPROV0001755,CRM_A,CRM_A_P_PROV_01030_990,,2026-01-25T11:13:14,2026-02-05T15:26:42
GPROV0001756,CRM_B,CRM_B_P_PROV_01030_835,,2025-11-21T10:56:56,2026-02-05T15:26:42
GPROV0001757,CRM_A,CRM_A_P_PROV_01031_425,6095658763.0,2025-12-07T08:30:49,2026-02-05T15:26:42
GPROV0001757,CRM_B,CRM_B_P_PROV_01031_779,6095658763.0,2025-11-28T21:46:59,2026-02-05T15:26:42
GPROV0001758,CRM_A,CRM_A_P_PROV_01032_493,6732546435.0,2025-11-14T07:14:50,2026-02-05T15:26:42
GPROV0001758,CRM_B,CRM_B_P_PROV_01032_209,6732546435.0,2026-01-21T15:03:55,2026-02-05T15:26:42
GPROV0001759,CRM_A,CRM_A_P_PROV_01033_387,7010091529.0,2026-02-01T15:59:44,2026-02-05T15:26:42
GPROV0001759,CRM_A,CRM_A_P_PROV_01033_589,7010091529.0,2025-10-15T01:29:13,2026-02-05T15:26:42
GPROV0001760,CRM_B,CRM_B_P_PROV_01033_794,,2025-12-05T05:40:26,2026-02-05T15:26:43
GPROV0001761,CRM_A,CRM_A_P_PROV_01034_737,7775259340.0,2025-11-14T12:49:28,2026-02-05T15:26:43
GPROV0001762,CRM_A,CRM_A_P_PROV_01035_812,,2025-11-22T05:05:32,2026-02-05T15:26:43
GPROV0001763,CRM_B,CRM_B_P_PROV_01035_807,,2026-02-03T07:39:08,2026-02-05T15:26:43
GPROV0001764,CRM_A,CRM_A_P_PROV_01036_823,,2026-01-01T07:30:41,2026-02-05T15:26:43
GPROV0001765,CRM_B,CRM_B_P_PROV_01036_231,,2025-11-15T17:15:27,2026-02-05T15:26:43
GPROV0001766,CRM_B,CRM_B_P_PROV_01036_816,,2026-01-17T19:16:32,2026-02-05T15:26:43
GPROV0001767,CRM_A,CRM_A_P_PROV_01037_187,,2025-11-30T18:55:19,2026-02-05T15:26:43
GPROV0001768,CRM_B,CRM_B_P_PROV_01037_780,,2025-10-17T01:19:51,2026-02-05T15:26:43
GPROV0001769,CRM_A,CRM_A_P_PROV_01038_599,2480526205.0,2025-10-12T08:54:32,2026-02-05T15:26:44
GPROV0001769,CRM_B,CRM_B_P_PROV_01038_301,2480526205.0,2025-11-22T21:46:18,2026-02-05T15:26:44
GPROV0001770,CRM_A,CRM_A_P_PROV_01039_511,,2025-12-24T05:10:42,2026-02-05T15:26:44
