source_system,provider_id_source,npi,first_name,last_name,gender,specialty,email,phone,address_line1,city,state,postal_code,country,updated_at,record_status,email_raw,phone_raw,address_raw,postal_raw
CRM_B,CRM_B_P_PROV_00894_111,,Krishna,Dhar,F,Cardiology,,9672562221,h.no. 33 sarraf road,Rampur,DL,438542,IN,2025-10-31T16:56:19,Inactive,jacksonnaikexample.com,9672562221,"H.No. 33, Sarraf Road",438542
CRM_A,CRM_A_P_PROV_00895_326,,Wishi,Mohanty,M,Orthopedics,,6484559396,138 munshi ganj,Unnao,AZ,15646,US,2026-01-25T00:49:05,Active,,648.455.9396,"138
Munshi Ganj",15646
CRM_B,CRM_B_P_PROV_00895_997,,Wishi,Mohanty,M,Orthopedics,,6484559396,138 munshi ganj,Unnao,AZ,15646,US,2025-10-24T10:00:22,Active,,648.455.9396,"138
Munshi Ganj",15646
CRM_B,CRM_B_P_PROV_00895_198,,Wishi,Mohanty,M,Orthopedics,,6484559396,138 munshi ganj,Unnao,AZ,15646,US,2025-10-18T15:23:46,Active,,6484559396,"138
Munshi Ganj",15646
CRM_A,CRM_A_P_PROV_00896_358,,Finn,Devan,M,Pulmonology,gauri53@example.org,9003622117,27/726 wason road,Tadipatri,MA,86474,US,2025-12-28T10:02:59,Inactive,gauri53@example.org,+1-900-362-2117,"27/726, Wason Road",86474
CRM_B,CRM_B_P_PROV_00896_361,,Finn,Devan,M,Pulmonology,gauri53@example.org,9003622117,27/726 wason road,Tadipatri,MA,86474,US,2026-01-14T21:19:17,Inactive,gauri53@example.org,900.362.2117,"27/726, Wason Road",86474
CRM_A,CRM_A_P_PROV_00897_582,3870048566.0,Hiral,Nagi,U,Endocrinology,ekta22@example.net,4252516185,h.no. 91 bhavsar chowk,Naihati,MD,74238,US,2025-11-01T01:49:05,Active,ekta22@example.net,4252516185,"H.No. 91
Bhavsar Chowk",74238
CRM_B,CRM_B_P_PROV_00897_857,3870048566.0,Hiral,Nagi,U,Endocrinology,ekta22@example.net,4252516185,h.no. 91 bhavsar chowk,Naihati,MD,74238,US,2025-11-15T08:21:14,Active,ekta22@example.net,4252516185,H.No. 91 Bhavsar Chowk,74238
CRM_A,CRM_A_P_PROV_00898_924,4675905639.0,Charles,Wadhwa,M,Neurology,patildarika@example.net,4774473535,h.no. 78 choudhury road,Kochi,OH,37849,US,2025-12-27T07:34:42,Active,patildarika@example.net,(477) 447-3535,"H.No. 78, Choudhury Road",37849
CRM_B,CRM_B_P_PROV_00898_185,4675905639.0,Charles,Wadhwa,M,Neurology,patildarika@example.net,4774473535,h.no. 78 choudhury road,Kochi,OH,37849,US,2025-10-08T01:59:43,Active,patildarika@example.net,4774473535,"H.No. 78, Choudhury Road",37849
CRM_A,CRM_A_P_PROV_00898_322,4675905639.0,Charles,Wadhwa,M,Neurology,patildarika@example.net,4774473535,h.no. 78 choudhury road,Kochi,OH,37849,US,2025-11-25T01:25:30,Active,patildarika@example.net,477 447 3535,"H.No. 78, Choudhury Road",37849
CRM_A,CRM_A_P_PROV_00899_889,8982019929.0,Ishani,Mital,F,Gastroenterology,qiyengar@example.com,3053788033,36/11 khatri ganj,Purnia,NY,30184,US,2025-12-03T09:18:47,Active,qiyengar@example.com,3053788033,"36/11, Khatri Ganj",30184
CRM_B,CRM_B_P_PROV_00899_457,8982019929.0,Ishani,Mital,F,Dermatology,,3053788033,36/11 khatri ganj,Purnia,NY,30184,US,2025-12-16T06:53:45,Active,qiyengar@examplecom,305 378 8033,"36/11, Khatri Ganj",30184
CRM_A,CRM_A_P_PROV_00900_908,,Baljiwan,Varghese,M,Gastroenterology,itoor@example.org,1527873048,515 das street,Farrukhabad,TS,917911,IN,2025-11-02T01:31:38,Inactive,itoor@example.org,152.787.3048,"515
Das Street",917911
CRM_B,CRM_B_P_PROV_00900_153,,Baljiwan,Varghese,M,Gastroenterology,itoor@example.org,1527873048,515 das street,Farrukhabad,TS,917911,IN,2025-11-15T16:35:28,Inactive,itoor@example.org,1527873048,515 Das Street,917911
CRM_A,CRM_A_P_PROV_00901_279,,Nilima,Narain,U,Neurology,falakkara@example.com,0189156734,71 savant chowk,Ujjain,IL,24047,US,2026-01-24T06:40:27,Active,falakkara@example.com,(018) 915-6734,"71
Savant Chowk",24047
CRM_A,CRM_A_P_PROV_00901_866,,Nilima,Narain,U,Neurology,falakkara@example.com,0189156734,71 savant chowk,Ujjain,IL,24047,US,2025-11-27T22:01:49,Active,falakkara@example.com,0189156734,"71
Savant Chowk",24047
CRM_A,CRM_A_P_PROV_00902_113,7239045246.0,Mitali,Bhattacharyya,F,Gastroenterology,udarsh36@example.org,,64 ben path,Vadodara,NY,66554,US,2025-10-20T00:45:19,Active,udarsh36@example.org,,"64
Ben Path",66554
CRM_B,CRM_B_P_PROV_00902_121,,Mitali,Bhattacharyya,F,Gastroenterology,udarsh36@example.org,,64 ben path,Vadodara,NY,66554,US,2025-12-19T05:40:33,Active,udarsh36@example.org,,"64
Ben Path",66554
CRM_A,CRM_A_P_PROV_00903_229,2588195929.0,Isaac,Bava,M,Cardiology,,3521189684,464 varughese circle,Udupi,PA,35419,US,2025-11-09T07:02:53,Active,varsha39@exampleorg,+1-352-118-9684,"464
Varughese Circle",35419
CRM_B,CRM_B_P_PROV_00903_338,2588195929.0,Isaac,Bava,M,Cardiology,varsha39@example.org,3521189684,464 varughese circle,Udupi,PA,35419,US,2025-12-13T08:20:28,Active,varsha39@example.org,3521189684,"464
Varughese Circle",35419
CRM_A,CRM_A_P_PROV_00904_562,2862148968.0,Tanvi,Prabhakar,U,Pulmonology,,5958281902,h.no. 797 borah circle,Dewas,CT,38780,US,2025-10-28T08:43:50,Active,,5958281902,"H.No. 797, Borah Circle",38780
CRM_B,CRM_B_P_PROV_00904_203,2862148968.0,Tanvi,Prabhakar,U,Pulmonology,jgarde@example.com,5958281902,h.no. 797 borah circle,Dewas,CT,38780,US,2025-11-02T12:46:29,Active,jgarde@example.com,5958281902,"H.No. 797, Borah Circle",38780
CRM_A,CRM_A_P_PROV_00905_537,2183089470.0,Raghav,Seth,F,Oncology,,7059844514,72 raman circle,Gwalior,AK,61496,US,2025-12-22T01:51:42,Active,,+1-705-984-4514,"72, Raman Circle",61496
CRM_B,CRM_B_P_PROV_00905_755,2183089470.0,Raghav,Seth,F,Oncology,,7059844514,72 raman circle,Gwalior,AK,61496,US,2025-10-21T03:13:02,Active,,7059844514,72 Raman Circle,61496
CRM_B,CRM_B_P_PROV_00905_134,2183089470.0,Raghav,Seth,F,Oncology,,7059844514,72 raman circle,Gwalior,AK,61496,US,2025-10-12T09:54:46,Active,,705 984 4514,"72, Raman Circle",61496
CRM_A,CRM_A_P_PROV_00906_729,7856113826.0,Qabil,Kalla,F,Pediatrics,kadakiayadavi@example.com,8119397814,00/99 cheema street,Bhind,IL,91542,US,2025-11-02T22:51:37,Inactive,kadakiayadavi@example.com,+1-811-939-7814,"00/99
Cheema Street",91542
CRM_B,CRM_B_P_PROV_00906_244,7856113826.0,Qabil,Kalla,F,Pediatrics,kadakiayadavi@example.com,8119397814,00/99 cheema street,Bhind,IL,91542,US,2025-11-16T15:51:23,Inactive,kadakiayadavi@example.com,8119397814,"00/99
Cheema Street",91542
CRM_A,CRM_A_P_PROV_00907_528,2955139212.0,Champak,Prabhakar,U,Oncology,,2866933515,70/532 bahri marg,Bhilai,GA,12729,US,2025-12-22T06:04:10,Active,,(286) 693-3515,"70/532, Bahri Marg",12729
CRM_B,CRM_B_P_PROV_00907_335,,Champak,Prabhakar,U,Oncology,,2866933515,70/532 bahri marg,Bhilai,GA,12729,US,2025-10-18T15:35:08,Active,,2866933515,"70/532, Bahri Marg",12729
CRM_A,CRM_A_P_PROV_00908_799,,Wridesh,Buch,F,Pulmonology,kotharijeremiah@example.net,4255136090,18/10 narang road,Bhavnagar,KA,101055,IN,2026-01-16T20:37:17,Inactive,kotharijeremiah@example.net,4255136090,"18/10
Narang Road",101055
CRM_A,CRM_A_P_PROV_00909_507,,Chandani,Kala,F,Pulmonology,,8736627135,33/53 bhasin,Thoothukudi,MH,339376,IN,2025-11-15T05:25:50,Active,,8736627135,"33/53
Bhasin",339376
CRM_B,CRM_B_P_PROV_00909_634,,Chandani,Kala,F,Pulmonology,zjhaveri@example.org,8736627135,33/53 bhasin,Thoothukudi,MH,339376,IN,2026-01-25T00:41:44,Active,zjhaveri@example.org,873 662 7135,"33/53
Bhasin",339376
CRM_B,CRM_B_P_PROV_00909_744,,Chandani,Kala,F,Pulmonology,,8736627135,33/53 bhasin,Thoothukudi,MH,339376,IN,2025-12-10T01:32:46,Active,zjhaveri@exampleorg,873 662 7135,"33/53
Bhasin",339376
CRM_A,CRM_A_P_PROV_00910_196,,Ekanta,Sani,M,General Medicine,peribishakha@example.com,3156639792,h.no. 11 mannan marg,Singrauli,WB,672223,IN,2025-12-12T18:40:45,Active,peribishakha@example.com,3156639792,"H.No. 11
Mannan Marg",672223
CRM_B,CRM_B_P_PROV_00910_408,,Ekanta,Sani,M,Gastroenterology,peribishakha@example.com,3156639792,h.no. 11 mannan marg,Singrauli,WB,672223,IN,2025-12-30T05:45:40,Active,peribishakha@example.com,3156639792,"H.No. 11
Mannan Marg",672223
CRM_B,CRM_B_P_PROV_00910_206,,Ekanta,Sani,M,General Medicine,,3156639792,h.no. 11 mannan marg,Singrauli,WB,672223,IN,2025-11-22T11:44:19,Active,peribishakhaexample.com,3156639792,"H.No. 11
Mannan Marg",672223
CRM_A,CRM_A_P_PROV_00911_486,3080288209.0,Brijesh,Desai,F,General Medicine,,0289666053,816 kunda road,Haridwar,IL,29385,US,2026-01-02T04:47:55,Inactive,,028 966 6053,"816
Kunda Road",29385
CRM_B,CRM_B_P_PROV_00911_362,3080288209.0,Brijesh,Desai,F,General Medicine,urishillasunder@example.org,0289666053,816 kunda road,Haridwar,IL,29385,US,2026-01-01T23:42:06,Inactive,urishillasunder@example.org,028 966 6053,"816
Kunda Road",29385
CRM_A,CRM_A_P_PROV_00911_535,3080288209.0,Brijesh,Desai,F,General Medicine,urishillasunder@example.org,0289666053,816 kunda road,Haridwar,IL,29385,US,2025-11-15T14:46:16,Inactive,urishillasunder@example.org,0289666053,"816
Kunda Road",29385
CRM_A,CRM_A_P_PROV_00912_880,,Faraj,Banerjee,M,Gastroenterology,shenoyekiya@example.net,5846405103,730 dhar road,Gurgaon,UP,829605,IN,2025-10-29T01:43:00,Inactive,shenoyekiya@example.net,+1-584-640-5103,"730, Dhar Road",829605
CRM_B,CRM_B_P_PROV_00912_565,,Faraj,Banerjee,M,Gastroenterology,shenoyekiya@example.net,5846405103,730 dhar road,Gurgaon,UP,829605,IN,2026-01-02T00:34:06,Inactive,shenoyekiya@example.net,+1-584-640-5103,"730, Dhar Road",829605
CRM_A,CRM_A_P_PROV_00913_366,9213654445.0,Sathvik,Sami,M,Psychiatry,,8144471893,096 basu,Shimla,AZ,99006,US,2026-02-18T01:10:46,Active,,(814) 447-1893,"096
Basu",99006
CRM_B,CRM_B_P_PROV_00913_217,9213654445.0,Sathvik,Sami,M,Psychiatry,,8144471893,096 basu,Shimla,AZ,99006,US,2025-11-30T13:06:12,Active,,8144471893,"096
Basu",99006
CRM_B,CRM_B_P_PROV_00913_280,,Sathvik,Sami,M,Psychiatry,,8144471893,096 basu,Shimla,AZ,99006,US,2025-12-30T04:16:21,Active,,8144471893,096 Basu,99006
CRM_A,CRM_A_P_PROV_00914_922,,Neelima,Lad,M,Neurology,,4987455135,717 hegde road,Khandwa,MH,835928,IN,2026-01-19T13:30:37,Active,,4987455135,"717
Hegde Road",835928
CRM_B,CRM_B_P_PROV_00914_517,,Neelima,Lad,M,Neurology,ghoseoscar@example.net,4987455135,717 hegde road,Khandwa,MH,835928,IN,2025-12-21T12:37:10,Active,ghoseoscar@example.net,4987455135,"717
Hegde Road",835928
CRM_A,CRM_A_P_PROV_00915_692,,Jagdish,Cherian,M,Pulmonology,,4034398818,877 vala path,Muzaffarpur,KA,402418,IN,2026-01-23T20:12:00,Active,,(403) 439-8818,"877
Vala Path",402418
CRM_B,CRM_B_P_PROV_00915_744,,Jagdish,Cherian,M,Pulmonology,,4034398818,877 vala path,Muzaffarpur,KA,402418,IN,2025-11-14T21:03:46,Active,,4034398818,"877
Vala Path",402418
CRM_A,CRM_A_P_PROV_00916_420,,Tanish,Ravel,F,Gastroenterology,vaishnavi70@example.com,3090915386,826 palla street,Rourkela,MH,403858,IN,2025-11-13T15:23:26,Active,vaishnavi70@example.com,309 091 5386,"826, Palla Street",403858
CRM_B,CRM_B_P_PROV_00916_814,,Tanish,Ravel,F,Gastroenterology,,3090915386,826 palla street,Rourkela,MH,403858,IN,2025-12-10T06:07:22,Active,,3090915386,"826, Palla Street",403858
CRM_A,CRM_A_P_PROV_00917_104,6228372352.0,Balveer,Lala,M,Cardiology,gardeviraj@example.org,0577204410,79/419 dutta ganj,Serampore,MA,10667,US,2025-12-21T11:38:51,Inactive,gardeviraj@example.org,(057) 720-4410,"79/419, Dutta Ganj",10667
CRM_B,CRM_B_P_PROV_00917_709,6228372352.0,Balveer,Lala,M,Cardiology,,0577204410,79/419 dutta ganj,Serampore,MA,10667,US,2025-10-31T04:22:28,Inactive,,057 720 4410,"79/419, Dutta Ganj",10667
CRM_B,CRM_B_P_PROV_00917_133,6228372352.0,Balveer,Lala,M,Cardiology,gardeviraj@example.org,0577204410,79/419 dutta ganj,Serampore,MA,10667,US,2025-11-01T13:12:06,Inactive,gardeviraj@example.org,0577204410,"79/419, Dutta Ganj",10667
CRM_A,CRM_A_P_PROV_00918_755,,Wriddhish,Borra,F,General Medicine,subramaniandayamai@example.org,2248709872,h.no. 96 goswami ganj,Dindigul,AL,83498,US,2026-01-16T12:14:08,Active,subramaniandayamai@example.org,2248709872,"H.No. 96
Goswami Ganj",83498
CRM_B,CRM_B_P_PROV_00918_473,,Wriddhish,Borra,F,General Medicine,,2248709872,h.no. 96 goswami ganj,Dindigul,AL,83498,US,2025-11-26T23:39:38,Active,,224.870.9872,"H.No. 96
Goswami Ganj",83498
CRM_A,CRM_A_P_PROV_00919_623,,Farhan,Tandon,U,Pediatrics,,3261189003,86 raj zila,Dhanbad,UP,404928,IN,2025-10-17T04:49:04,Active,maanas24@exampleorg,3261189003,"86
Raj Zila",404928
CRM_B,CRM_B_P_PROV_00919_744,,Farhan,Tandon,U,Pediatrics,maanas24@example.org,3261189003,86 raj zila,Dhanbad,UP,404928,IN,2025-11-29T06:30:55,Active,maanas24@example.org,3261189003,86 Raj Zila,404928
CRM_A,CRM_A_P_PROV_00920_258,4883349761.0,Vaishnavi,Arora,U,Psychiatry,,,67/20 banerjee street,Hindupur,MI,32715,US,2026-01-15T00:05:10,Inactive,,,"67/20, Banerjee Street",32715
CRM_B,CRM_B_P_PROV_00920_270,4883349761.0,Vaishnavi,Arora,U,Endocrinology,,,67/20 banerjee street,Hindupur,MI,32715,US,2025-11-23T17:45:57,Inactive,,,"67/20, Banerjee Street",32715
CRM_A,CRM_A_P_PROV_00921_475,2073829642.0,Gautami,Khalsa,F,Psychiatry,usachdeva@example.org,9536890057,50/01 kohli chowk,Thoothukudi,MD,48972,US,2025-10-10T00:22:52,Inactive,usachdeva@example.org,953 689 0057,"50/01
Kohli Chowk",48972
CRM_B,CRM_B_P_PROV_00921_415,,Gautami,Khalsa,F,Psychiatry,usachdeva@example.org,9536890057,50/01 kohli chowk,Thoothukudi,MD,48972,US,2025-10-21T02:19:04,Inactive,usachdeva@example.org,+1-953-689-0057,"50/01
Kohli Chowk",48972
CRM_A,CRM_A_P_PROV_00922_650,8355554562.0,Advik,Bal,M,Oncology,nkalita@example.com,3072211386,87/167 grewal street,Nagpur,NC,63773,US,2025-11-22T03:37:09,Inactive,nkalita@example.com,3072211386,"87/167, Grewal Street",63773
CRM_B,CRM_B_P_PROV_00922_770,8355554562.0,A.,Bal,M,Oncology,nkalita@example.com,3072211386,87/167 grewal street,Nagpur,NC,63773,US,2025-12-04T00:28:43,Inactive,nkalita@example.com,307 221 1386,"87/167, Grewal Street",63773
CRM_A,CRM_A_P_PROV_00923_889,7494878720.0,Zehaan,Mutti,M,Oncology,nikita17@example.org,2817074436,344 gour street,Asansol,TX,48449,US,2026-01-24T22:01:38,Active,nikita17@example.org,(281) 707-4436,"344, Gour Street",48449
CRM_B,CRM_B_P_PROV_00923_628,,Zehaan,Mutti,M,Oncology,,2817074436,344 gour street,Asansol,TX,48449,US,2026-01-08T00:22:39,Active,nikita17example.org,2817074436,"344, Gour Street",48449
CRM_A,CRM_A_P_PROV_00924_668,,Girik,Ranganathan,U,Cardiology,,9412094477,90 goswami ganj,Nagercoil,MH,643171,IN,2025-11-22T02:07:00,Inactive,,9412094477,"90, Goswami Ganj",643171
CRM_B,CRM_B_P_PROV_00924_538,,Girik,Ranganathan,U,Psychiatry,dhawanhema@example.org,9412094477,90 goswami ganj,Nagercoil,MH,643171,IN,2025-12-28T21:36:34,Inactive,dhawanhema@example.org,9412094477,"90, Goswami Ganj",643171
CRM_A,CRM_A_P_PROV_00925_291,,Diya,Chandra,U,Oncology,kalpitsinghal@example.com,7948024559,h.no. 602 cherian zila,Imphal,KA,404691,IN,2025-11-12T18:14:51,Inactive,kalpitsinghal@example.com,7948024559,"H.No. 602
Cherian Zila",404691
CRM_B,CRM_B_P_PROV_00925_730,,Diya,Chandra,U,Oncology,kalpitsinghal@example.com,7948024559,h.no. 602 cherian zila,Imphal,KA,404691,IN,2026-01-26T03:28:48,Inactive,kalpitsinghal@example.com,(794) 802-4559,"H.No. 602
Cherian Zila",404691
CRM_A,CRM_A_P_PROV_00926_408,4079282743.0,Gavin,Garde,U,Psychiatry,zzachariah@example.net,9864786862,60 tella nagar,Bijapur,AK,74920,US,2026-01-31T05:16:04,Active,zzachariah@example.net,9864786862,"60, Tella Nagar",74920
CRM_B,CRM_B_P_PROV_00926_960,4079282743.0,G.,Garde,U,Psychiatry,zzachariah@example.net,9864786862,60 tella nagar,Bijapur,AK,74920,US,2025-11-02T04:17:39,Active,zzachariah@example.net,986 478 6862,60 Tella Nagar,74920
CRM_A,CRM_A_P_PROV_00927_464,,Tanmayi,Lad,M,Cardiology,vaidyavihaan@example.com,8191907499,h.no. 640 raval nagar,Singrauli,CO,30056,US,2026-02-02T21:55:32,Active,vaidyavihaan@example.com,819.190.7499,"H.No. 640, Raval Nagar",30056-2983
CRM_B,CRM_B_P_PROV_00927_773,,T.,Lad,M,Cardiology,vaidyavihaan@example.com,8191907499,h.no. 640 raval nagar,Singrauli,CO,30056,US,2025-11-09T18:36:37,Active,vaidyavihaan@example.com,8191907499,"H.No. 640, Raval Nagar",30056-2983
CRM_A,CRM_A_P_PROV_00928_531,4977330607.0,Joshua,Hora,U,Gastroenterology,,6470821398,h.no. 46 divan street,Gulbarga,CA,40792,US,2025-10-23T10:21:17,Active,,6470821398,"H.No. 46
Divan Street",40792
CRM_B,CRM_B_P_PROV_00928_489,4977330607.0,Joshua,Hora,U,Gastroenterology,victor48@example.com,6470821398,h.no. 46 divan street,Gulbarga,CA,40792,US,2025-10-28T16:16:22,Active,victor48@example.com,6470821398,"H.No. 46
Divan Street",40792
CRM_A,CRM_A_P_PROV_00929_799,,Dominic,Ganesan,U,Pulmonology,vyanjanadivan@example.org,5033000088,467 choudhry ganj,Delhi,UP,122709,IN,2026-01-12T13:16:30,Active,vyanjanadivan@example.org,5033000088,"467
Choudhry Ganj",122709
CRM_B,CRM_B_P_PROV_00929_415,,Dominic,Ganesan,U,Pulmonology,vyanjanadivan@example.org,5033000088,467 choudhry ganj,Delhi,UP,122709,IN,2025-10-12T18:53:50,Active,vyanjanadivan@example.org,5033000088,467 Choudhry Ganj,122709
CRM_B,CRM_B_P_PROV_00929_590,,Dominic,Ganesan,U,Pulmonology,vyanjanadivan@example.org,5033000088,467 choudhry ganj,Delhi,UP,122709,IN,2025-12-30T04:33:50,Active,vyanjanadivan@example.org,5033000088,"467
Choudhry Ganj",122709
CRM_A,CRM_A_P_PROV_00930_644,7358555069.0,Zaitra,Verma,U,Orthopedics,darazayyan@example.org,0091692327,98 sharaf,Munger,GA,58147,US,2025-10-13T21:58:41,Active,darazayyan@example.org,0091692327,"98, Sharaf",58147
CRM_B,CRM_B_P_PROV_00930_355,,Zaitra,Verma,U,Orthopedics,,0091692327,98 sharaf,Munger,GA,58147,US,2025-10-21T08:45:15,Active,darazayyan@exampleorg,0091692327,"98, Sharaf",58147
CRM_A,CRM_A_P_PROV_00931_893,2963153449.0,Aditya,Nayar,M,Dermatology,fitan86@example.com,6300099843,11 sehgal ganj,Jalandhar,CA,94555,US,2025-11-06T21:01:35,Inactive,fitan86@example.com,630.009.9843,"11, Sehgal Ganj",94555
CRM_B,CRM_B_P_PROV_00931_668,2963153449.0,Aditya,Nayar,M,Dermatology,fitan86@example.com,6300099843,11 sehgal ganj,Jalandhar,CA,94555,US,2025-10-28T08:12:09,Inactive,fitan86@example.com,6300099843,11 Sehgal Ganj,94555
CRM_A,CRM_A_P_PROV_00931_468,2963153449.0,Aditya,Nayar,M,Dermatology,fitan86@example.com,6300099843,11 sehgal ganj,Jalandhar,CA,94555,US,2025-11-02T06:28:29,Inactive,fitan86@example.com,6300099843,"11, Sehgal Ganj",94555
CRM_A,CRM_A_P_PROV_00932_997,5216599994.0,Frederick,Nadkarni,M,Gastroenterology,pingleaashi@example.com,2942034015,h.no. 34 roy marg,Amroha,MI,55722,US,2025-11-25T12:10:09,Inactive,pingleaashi@example.com,(294) 203-4015,"H.No. 34, Roy Marg",55722
CRM_B,CRM_B_P_PROV_00932_584,,Frederick,Nadkarni,M,Gastroenterology,pingleaashi@example.com,2942034015,h.no. 34 roy marg,Amroha,MI,55722,US,2025-10-16T05:23:00,Inactive,pingleaashi@example.com,294 203 4015,"H.No. 34, Roy Marg",55722
CRM_A,CRM_A_P_PROV_00933_448,6752211372.0,Ekanta,Prashad,M,Psychiatry,,7201082402,82/238 mani chowk,Jalgaon,CT,96303,US,2025-12-29T14:26:51,Active,,7201082402,"82/238, Mani Chowk",96303
CRM_B,CRM_B_P_PROV_00933_480,,Ekanta,Prashad,M,Oncology,bhanumati94@example.com,7201082402,82/238 mani chowk,Jalgaon,CT,96303,US,2025-11-08T12:37:15,Active,bhanumati94@example.com,7201082402,82/238 Mani Chowk,96303
CRM_A,CRM_A_P_PROV_00934_442,,Mahika,Dhaliwal,U,Gastroenterology,walihiral@example.net,7452735364,570 menon nagar,Kozhikode,KA,790982,IN,2026-01-29T06:23:40,Active,walihiral@example.net,745.273.5364,"570, Menon Nagar",790982
CRM_B,CRM_B_P_PROV_00934_433,,Mahika,Dhaliwal,U,Gastroenterology,walihiral@example.net,7452735364,570 menon nagar,Kozhikode,KA,790982,IN,2025-11-18T11:16:40,Active,walihiral@example.net,745.273.5364,"570, Menon Nagar",790982
CRM_B,CRM_B_P_PROV_00934_178,,M.,Dhaliwal,U,Gastroenterology,walihiral@example.net,7452735364,570 menon nagar,Kozhikode,KA,790982,IN,2026-01-16T13:26:31,Active,walihiral@example.net,7452735364,"570, Menon Nagar",790982
CRM_A,CRM_A_P_PROV_00935_182,2734195515.0,Girindra,Dewan,U,Neurology,hredhaan81@example.net,1255904610,92 bhakta ganj,Purnia,PA,22653,US,2025-10-14T07:08:09,Active,hredhaan81@example.net,1255904610,"92, Bhakta Ganj",22653
CRM_B,CRM_B_P_PROV_00935_658,2734195515.0,Girindra,Dewan,U,Neurology,hredhaan81@example.net,1255904610,92 bhakta ganj,Purnia,PA,22653,US,2025-10-21T14:20:42,Active,hredhaan81@example.net,125.590.4610,"92, Bhakta Ganj",22653
CRM_A,CRM_A_P_PROV_00936_364,4782815693.0,Nilima,Bajwa,F,Pediatrics,,8271012329,h.no. 512 lalla nagar,Hyderabad,OH,18437,US,2025-12-27T01:58:50,Active,chadajoshuaexample.net,8271012329,"H.No. 512
Lalla Nagar",18437
CRM_B,CRM_B_P_PROV_00936_317,4782815693.0,Nilima,Bajwa,F,Pediatrics,chadajoshua@example.net,8271012329,h.no. 512 lalla nagar,Hyderabad,OH,18437,US,2025-11-28T02:45:23,Active,chadajoshua@example.net,8271012329,"H.No. 512
Lalla Nagar",18437
CRM_A,CRM_A_P_PROV_00937_817,6042580412.0,Widisha,Sanghvi,U,Oncology,onair@example.net,4604227634,h.no. 191 khalsa path,Ambarnath,CA,93544,US,2025-12-16T00:57:08,Active,onair@example.net,4604227634,"H.No. 191
Khalsa Path",93544
CRM_A,CRM_A_P_PROV_00938_423,5991136756.0,Xalak,Jayaraman,M,Pediatrics,vyanjana24@example.org,8617682251,26 aggarwal chowk,Gurgaon,OH,86298,US,2025-12-17T12:46:31,Active,vyanjana24@example.org,8617682251,"26, Aggarwal Chowk",86298
CRM_B,CRM_B_P_PROV_00938_907,5991136756.0,Xalak,Jayaraman,M,Pediatrics,vyanjana24@example.org,8617682251,26 aggarwal chowk,Gurgaon,OH,86298,US,2026-01-31T00:38:55,Active,vyanjana24@example.org,8617682251,"26, Aggarwal Chowk",86298
CRM_A,CRM_A_P_PROV_00939_120,5604055120.0,Lila,Panchal,F,Cardiology,idua@example.com,9768784947,h.no. 290 pathak ganj,Vadodara,CA,94178,US,2026-01-27T19:04:21,Inactive,idua@example.com,(976) 878-4947,"H.No. 290
Pathak Ganj",94178
CRM_B,CRM_B_P_PROV_00939_650,5604055120.0,Lila,Panchal,F,Cardiology,idua@example.com,9768784947,h.no. 290 pathak ganj,Vadodara,CA,94178,US,2025-11-17T10:34:57,Inactive,idua@example.com,9768784947,"H.No. 290
Pathak Ganj",94178
CRM_A,CRM_A_P_PROV_00940_991,5583394443.0,Nitara,Chopra,M,Orthopedics,xiti97@example.com,2354340466,h.no. 215 krishnan marg,Ujjain,FL,20242,US,2025-12-30T03:05:13,Active,xiti97@example.com,2354340466,"H.No. 215, Krishnan Marg",20242-3083
CRM_B,CRM_B_P_PROV_00940_456,,Nitara,Chopra,M,Orthopedics,xiti97@example.com,2354340466,h.no. 215 krishnan marg,Ujjain,FL,20242,US,2025-11-08T15:09:17,Active,xiti97@example.com,2354340466,H.No. 215 Krishnan Marg,20242-3083
CRM_A,CRM_A_P_PROV_00941_883,9334888790.0,Ishanvi,Kunda,U,Orthopedics,,2064411197,81/82 krish chowk,Haldia,OH,18906,US,2026-01-03T19:59:05,Active,,2064411197,"81/82, Krish Chowk",18906
CRM_B,CRM_B_P_PROV_00941_956,9334888790.0,I.,Kunda,U,Orthopedics,,2064411197,81/82 krish chowk,Haldia,OH,18906,US,2025-12-22T12:20:01,Active,,2064411197,81/82 Krish Chowk,18906
CRM_A,CRM_A_P_PROV_00942_283,,Vivaan,Mohanty,F,Orthopedics,,5948821884,06/64 palan nagar,Salem,KA,518612,IN,2025-10-10T20:15:26,Active,,5948821884,"06/64
Palan Nagar",518612
CRM_B,CRM_B_P_PROV_00942_257,,Vivaan,Mohanty,F,Orthopedics,,5948821884,06/64 palan nagar,Salem,KA,518612,IN,2025-12-03T21:57:56,Active,,594.882.1884,"06/64
Palan Nagar",518612
CRM_B,CRM_B_P_PROV_00942_973,,Vivaan,Mohanty,F,Endocrinology,,5948821884,06/64 palan nagar,Salem,KA,518612,IN,2026-02-04T00:58:18,Active,,5948821884,"06/64
Palan Nagar",518612
CRM_A,CRM_A_P_PROV_00943_102,6746860557.0,Caleb,Gopal,M,Psychiatry,dyalkamala@example.com,4123016049,h.no. 372 tiwari zila,Meerut,CA,28256,US,2026-01-09T13:46:08,Active,dyalkamala@example.com,(412) 301-6049,"H.No. 372
Tiwari Zila",28256
